#;Status;Priority;Subjet;Resource;Tipo de Asset;Updated;Last Seen;Date Found;CVSS Score de la Herramienta;CVSS Score;Puntaje Ponderado;Pertenece a Investments;Negocio
98674;Reopened;Medium;Sudo < 1.9.5p2 Vulnerabilidad de 'Baron Samedit';https://sistemasweb.cl/bdbivsodp5;IP Externa;27-04-2024;12-02-2025;15-04-2024;54;45;Si;Si;
45056;Confirmed;High;Servidor NTP 'monlist' Habilitado (DoS Amplificado);10.220.253.121:31399;IP Interna;31-12-2024;16-05-2025;09-05-2024;83;83;Si;Si;
82230;Confirmed;Low;Windows Print Spooler Remote Code Execution (PrintNightmare);41.48.54.21:45508;IP Externa;17-03-2025;19-07-2025;07-07-2025;15;15;No;Si;
67819;Reopened;High;Servidor SMTP Expone Usuarios (VRFY / EXPN);10.220.104.47:39710;IP Interna;25-11-2024;23-08-2025;14-02-2024;82;82;Si;Si;
89559;Confirmed;Low;Microsoft Windows LSA Secrets Caching (CVE-2021-36934);192.168.115.252:31002;IP Externa;01-04-2024;16-01-2025;24-08-2025;31;33;Si;Si;
86287;Confirmed;Medium;Servidor FTP Permite Login An—nimo;10.220.104.47:65491;IP Externa;16-11-2024;15-01-2024;01-01-2025;53;53;No;No;
78365;Confirmed;Low;NetBIOS Name Service (NBT-NS) Spoofing;221.88.136.28:65122;IP Externa;26-10-2024;24-01-2024;05-07-2024;15;15;No;No;
59501;Confirmed;Low;Atlassian Confluence Server < 7.12.3 Remote Code Execution (OGNL);52.230.224.193:3568;IP Externa;19-08-2024;03-10-2024;20-01-2025;31;24;Si;No;
86027;Confirmed;High;Nginx < 1.20.1 Vulnerabilidades Mœltiples;192.168.146.62:46698;IP Externa;03-11-2024;18-05-2024;16-06-2024;77;83;Si;No;
12368;Reopened;Medium;Microsoft Windows Server: Missing Security Update (ZeroLogon);10.220.54.25:44309;IP Externa;11-04-2024;25-01-2024;27-08-2025;67;64;Si;No;
54010;Confirmed;Medium;SSL/TLS: Vulnerabilidad 'CRIME';221.88.136.28:16588;IP Externa;14-07-2025;09-07-2024;25-01-2024;63;63;Si;No;
98860;Mitigated;High;Vim < 8.2.3435 Vulnerabilidad 'Arbitrary Code Execution';45.113.172.125:55596;IP Externa;01-03-2025;08-03-2024;24-11-2024;79;76;Si;No;
34486;Reopened;Medium;SSL/TLS: Certificado Autofirmado (Self-Signed);2.187.25.237:59465;IP Externa;23-02-2025;06-03-2024;06-02-2024;51;42;Si;No;
39518;Mitigated;Low;Servidor SMTP Permite 'Open Relay';192.168.220.140:55882;IP Externa;21-03-2024;24-07-2024;30-06-2025;12;15;Si;No;
77787;Reopened;Critical;Permisos de /etc/shadow DŽbiles;115.204.153.146:44177;IP Externa;09-08-2024;17-11-2024;13-01-2024;97;97;Si;No;
11156;Confirmed;High;PostgreSQL < 13.4 Vulnerabilidades Mœltiples;10.220.229.21:30488;IP Interna;07-09-2024;24-05-2025;15-11-2024;76;83;Si;No;
51001;Confirmed;Low;Java JRE < 8u301 Vulnerabilidades Mœltiples;200.88.130.251:26557;IP Externa;08-01-2024;09-05-2024;04-09-2025;39;18;Si;No;
93211;Confirmed;Low;Cisco Unified Communications Manager < 12.5(1)SU5 Vulnerabilidades Mœltiples;10.220.80.249:5779;IP Interna;09-07-2024;11-03-2024;15-08-2025;38;36;Si;No;
85616;Confirmed;Low;Soporte para 'Null Sessions' de SMB Habilitado;10.220.61.204:63046;IP Interna;26-10-2025;29-03-2024;16-09-2024;16;21;Si;No;
81842;Confirmed;High;Soporte para LM Hashes Habilitado en Active Directory;13.90.26.187:48413;IP Externa;06-05-2024;07-06-2024;01-09-2024;76;75;Si;No;
18667;Confirmed;Medium;Polkit (pkexec) < 0.120 Vulnerabilidad de Escalada de Privilegios (PwnKit);192.168.237.241:62267;IP Externa;12-02-2024;28-08-2025;28-10-2024;53;53;No;No;
13534;Confirmed;Medium;LLMNR y NBT-NS Habilitados (Riesgo de Spoofing);https://metrics.cl/sz48ma7qy6;IP Externa;13-01-2024;20-08-2024;06-08-2025;66;56;Si;No;
59650;Mitigated;Medium;Dispositivo de Red: Interfaz de Administraci—n Expuesta a Internet;3.51.163.187:4828;IP Externa;21-01-2024;30-04-2024;29-01-2024;52;45;Si;No;
22412;Confirmed;High;Dispositivo de Red: Contrase–a por Defecto Habilitada (admin/admin);10.220.186.42:54994;IP Interna;17-11-2024;20-03-2024;10-02-2024;72;78;Si;No;
60235;Reopened;High;Servidor NTP 'monlist' Habilitado (DoS Amplificado);10.220.14.171:64254;IP Externa;27-10-2024;28-07-2025;03-04-2024;76;76;Si;No;
40188;Confirmed;Low;vsftpd < 3.0.3 Backdoor Command Execution;10.220.144.224:31380;IP Externa;10-11-2024;08-05-2025;22-09-2024;22;21;Si;No;
24119;Mitigated;High;Microsoft Windows Server: Missing Security Update (MS17-010);103.79.44.205:26272;IP Externa;07-02-2025;11-04-2024;11-04-2024;85;79;Si;No;
54067;Mitigated;Low;SSL/TLS: Vulnerabilidad 'CRIME';10.220.150.155:14086;IP Interna;24-10-2024;09-07-2024;03-04-2025;16;32;Si;No;
56251;Confirmed;Medium;Atlassian Jira Server < 8.13.6 Vulnerabilidad de Inyecci—n de Plantillas;10.220.210.135:62051;IP Interna;30-03-2025;24-03-2024;21-01-2024;65;53;Si;No;
87499;Mitigated;High;Microsoft Windows RDP Remote Code Execution (BlueKeep);10.220.98.60:54033;IP Externa;01-11-2024;08-01-2025;03-02-2025;78;87;Si;Si;
99585;Reopened;Medium;Microsoft Windows Server: Missing Security Update (ZeroLogon);http://finanzascorp.cl/xc6r4man9a;IP Externa;11-04-2025;06-05-2024;19-03-2025;41;41;Si;Si;
21296;Confirmed;Medium;OpenSSH < 8.7 Vulnerabilidad de PAM;17.98.217.180:65243;IP Externa;23-06-2024;14-03-2024;05-03-2024;58;45;Si;Si;
90120;Mitigated;High;Splunk < 8.2.2 Vulnerabilidades Mœltiples;79.47.12.185:13691;IP Interna;03-03-2024;28-01-2024;29-07-2025;72;76;Si;Si;
45981;Reopened;Medium;SSL/TLS: Certificado Expirado;192.168.222.141:26273;IP Externa;14-01-2024;18-05-2025;21-02-2024;51;46;Si;Si;
12613;Mitigated;High;Sudo < 1.9.5p2 Vulnerabilidad de 'Baron Samedit';10.220.102.183:34008;IP Interna;26-05-2024;15-10-2025;11-07-2025;73;87;Si;Si;
24522;Mitigated;Medium;Python < 3.9.7 Vulnerabilidades Mœltiples;90.230.230.53:9885;IP Externa;18-04-2024;31-01-2025;15-09-2024;51;68;Si;Si;
54441;Mitigated;Critical;Encabezado 'X-Content-Type-Options' No Encontrado (MIME Sniffing);10.220.134.222:48375;IP Externa;15-09-2025;09-08-2024;01-06-2025;93;91;Si;No;
78081;Confirmed;Low;Java JRE < 8u301 Vulnerabilidades Mœltiples;26.74.47.184:3345;IP Interna;29-09-2025;28-05-2024;22-08-2024;16;23;Si;No;
27656;Confirmed;Medium;SSL/TLS: Cifrados 'Logjam' (Export-grade) Habilitados;14.64.202.164:17636;IP Externa;24-03-2025;26-06-2025;03-03-2024;62;55;Si;No;
50934;Confirmed;High;Encabezado 'X-Content-Type-Options' No Encontrado (MIME Sniffing);192.168.115.252:48756;IP Externa;17-08-2024;27-04-2024;24-05-2025;76;89;Si;No;
13997;Confirmed;High;Encabezado 'X-Content-Type-Options' No Encontrado (MIME Sniffing);138.127.0.221:51346;IP Externa;04-01-2024;14-02-2024;13-12-2024;80;85;Si;No;
90442;Confirmed;Informational;Cisco Unified Communications Manager < 12.5(1)SU5 Vulnerabilidades Mœltiples;192.168.237.241:50558;IP Interna;17-05-2024;16-08-2024;08-12-2024;0;0;No;No;
11759;Confirmed;High;Servidor SMTP Expone Usuarios (VRFY / EXPN);192.168.243.229:8068;IP Externa;02-09-2025;04-10-2025;17-05-2024;82;78;Si;No;
31643;Reopened;Informational;Soporte para 'Null Sessions' de SMB Habilitado;192.168.193.143:61733;IP Externa;04-08-2024;11-04-2024;10-06-2024;0;0;No;No;
76207;Mitigated;Low;Encabezado 'HTTP Strict Transport Security (HSTS)' No Encontrado;6.155.148.84:50758;IP Interna;16-07-2024;05-09-2024;16-04-2024;10;23;Si;No;
72735;Mitigated;Low;SSL/TLS: Cifrados 'Logjam' (Export-grade) Habilitados;192.168.19.63:35093;IP Externa;16-05-2024;11-10-2024;25-01-2025;19;31;Si;No;
10564;Reopened;High;MongoDB < 4.4.8 Vulnerabilidades de Denegaci—n de Servicio;120.157.91.226:50941;IP Externa;25-09-2024;02-05-2024;24-11-2024;84;78;Si;Si;
16172;Confirmed;Informational;DNS Server Permite Transferencias de Zona (AXFR);184.192.47.21:60961;IP Externa;31-10-2025;10-01-2024;20-10-2024;0;0;No;Si;
40645;Mitigated;Low;Splunk < 8.2.2 Vulnerabilidades Mœltiples;6.155.148.84:49635;IP Externa;07-06-2025;01-08-2024;28-03-2024;33;24;Si;No;
75279;Confirmed;Medium;NetBIOS Name Service (NBT-NS) Spoofing;10.220.111.196:57649;IP Externa;24-03-2024;01-06-2024;12-07-2024;49;63;Si;No;
44969;Confirmed;Low;Redis < 6.2.5 Vulnerabilidad de Desbordamiento de Bœfer;10.220.14.171:64312;IP Interna;14-06-2024;23-02-2024;04-11-2024;21;26;Si;No;
63203;Confirmed;High;SSL/TLS: Certificado Expirado;45.192.207.220:34052;IP Externa;21-09-2024;09-04-2025;19-10-2025;78;79;Si;No;
37130;Confirmed;Low;Microsoft IIS Server Mœltiples Vulnerabilidades (HTP.sys);192.168.74.144:52153;IP Interna;09-08-2024;29-04-2024;09-02-2025;20;17;Si;No;
62499;Mitigated;Low;ProFTPD < 1.3.6 Vulnerabilidades Mœltiples;223.218.101.32:55354;IP Externa;24-02-2025;15-05-2024;25-05-2024;21;23;Si;No;
25219;Reopened;Medium;Microsoft Windows LSA Secrets Caching (CVE-2021-36934);http://finanzascorp.cl/21hgzagv;IP Externa;22-05-2024;10-05-2024;20-05-2024;66;56;Si;No;
69493;Confirmed;Critical;Oracle Database: Mœltiples Vulnerabilidades (CPU Julio 2021);144.169.199.146:46070;IP Externa;23-01-2024;28-11-2024;06-04-2025;97;96;Si;No;
11058;Mitigated;Medium;Microsoft Windows LSA Secrets Caching (CVE-2021-36934);103.79.44.205:3861;IP Interna;14-02-2024;12-10-2024;09-10-2024;59;57;Si;No;
84161;Mitigated;Medium;Servidor SMTP Permite 'Open Relay';10.220.171.138:52194;IP Externa;10-08-2024;21-04-2025;24-08-2024;57;49;Si;No;
24375;Confirmed;Low;SSL/TLS: Certificado Expirado;https://sistemasweb.cl/tbwy5he1mu;IP Externa;11-07-2024;23-07-2024;15-11-2024;11;33;Si;Si;
27845;Mitigated;Low;SSL/TLS: Vulnerabilidad 'CRIME';http://cloudsys.cl/xqyh6zoc;IP Interna;16-06-2024;11-05-2024;06-01-2025;11;23;Si;No;
10139;Confirmed;Medium;Splunk < 8.2.2 Vulnerabilidades Mœltiples;10.220.234.27:36255;IP Externa;10-11-2024;01-10-2024;14-08-2025;68;48;Si;No;
26432;Mitigated;Medium;Microsoft Windows: Contrase–as almacenadas usando Encriptaci—n Reversible;192.168.243.111:50576;IP Externa;31-01-2024;23-11-2024;11-05-2025;49;65;Si;No;
52501;Confirmed;Low;Soporte para 'Null Sessions' de SMB Habilitado;10.220.210.135:62051;IP Interna;21-09-2025;23-07-2025;31-07-2024;16;31;Si;No;
78085;Confirmed;Medium;GitLab < 14.1.2 Remote Code Execution;10.220.43.181:28938;IP Externa;19-05-2024;22-09-2024;07-02-2024;53;53;No;No;
87037;Reopened;High;Servidor SMTP Expone Usuarios (VRFY / EXPN);140.110.153.3:36739;IP Externa;15-04-2024;13-10-2024;02-09-2025;73;78;Si;No;
17801;Mitigated;Medium;SSL/TLS: Certificado Expirado;10.220.107.124:33227;IP Externa;02-05-2025;14-06-2024;13-06-2025;62;60;Si;No;
39608;Confirmed;Low;Encabezado 'HTTP Strict Transport Security (HSTS)' No Encontrado;192.168.184.237:32978;IP Externa;31-05-2024;29-03-2024;03-03-2024;39;23;Si;No;
60281;Confirmed;High;Java JRE < 8u301 Vulnerabilidades Mœltiples;10.220.150.155:8168;IP Interna;01-01-2025;26-06-2024;01-10-2024;73;79;Si;No;
12334;Confirmed;High;Microsoft Windows RDP Remote Code Execution (BlueKeep);10.220.224.159:1328;IP Externa;28-06-2024;30-08-2025;29-01-2025;84;80;Si;No;
87427;Reopened;Low;Microsoft Windows RDP Remote Code Execution (BlueKeep);192.168.64.194:3342;IP Externa;14-07-2024;19-04-2024;11-10-2024;12;33;Si;Si;
61445;Confirmed;Medium;SSL/TLS: Vulnerabilidad 'CRIME';https://sistemasweb.cl/bdbivsodp5756;IP Externa;07-03-2025;11-02-2024;29-03-2024;56;59;Si;No;
92005;Confirmed;Critical;Encabezado 'Content-Security-Policy (CSP)' No Encontrado;192.168.108.250:36020;IP Interna;13-01-2025;04-02-2024;22-03-2024;90;97;Si;No;
34841;Confirmed;Critical;Oracle Database: Mœltiples Vulnerabilidades (CPU Julio 2021);187.238.18.246:59701;IP Externa;17-05-2025;27-01-2024;03-06-2024;97;99;Si;No;
29962;Mitigated;Low;Microsoft Windows SMBv3 Remote Code Execution (EternalBlue);206.90.11.91:42105;IP Externa;08-09-2025;23-06-2024;24-06-2025;13;13;No;No;
88060;Mitigated;Medium;NetBIOS Name Service (NBT-NS) Spoofing;192.168.3.52:11605;IP Interna;12-03-2024;28-03-2024;18-06-2024;47;51;Si;Si;
62566;Mitigated;High;SMB Signing Disabled o No Requerido;192.168.64.194:52797;IP Interna;11-06-2024;17-02-2024;20-05-2024;82;85;Si;No;
25684;Confirmed;High;SSL/TLS: Certificado Expirado;10.220.54.25:54393;IP Externa;21-01-2025;26-02-2024;04-06-2025;86;75;Si;Si;
